Identifier,Year,Company Name,MATCH,Country of Headquarters,IPO Date,TRBC Economic Sector Name,Balance Sheet Period End Date,Balance Sheet Accounting Standard,Total Assets,Total Equity,Price Close,Common Shares - Outstanding,Net Income Before Extraordinary Items,Net Cash Flow from Operating Activities,Common Equity,Book Value Per Share,YTD Total Return,NI,NI CHANGE,LOSS,NI PER LAGGED PRICE,NI CHANGE PER LAGGED PRICE,NI PER LAGED TA,CASH FLOW PER LAGGED TOTAL ASSETS
PGMP.WA,2011,PMPG Polskie Media SA,CSP.MI,Poland,22/12/1995,Consumer Cyclicals,2011,IFRS,"17,238,001.10","6,402,511.70",1.77,"10,290,413.30","860,780.84","681,124.45","6,402,511.70",0.62,-53.8%,0.08364881126786228,0.13774052996900027,0,0.0187133805968372,0.03081443623467568,-1.6523997999656566e-09,0.032920439487006466
PGMP.WA,2010,PMPG Polskie Media SA,CSP.MI,Poland,22/12/1995,Consumer Cyclicals,2010,IFRS,"20,690,016.92","6,632,825.72",4.47,"10,322,756.30","-558,375.63","-1,904,568.53","6,632,825.72",0.64,-33.3%,-0.054091718701137985,0.0384186620326926,1,-0.007816722355655779,0.005551829773510491,-4.4494061037078125e-09,-0.058180969907444924
PGMP.WA,2009,PMPG Polskie Media SA,CSP.MI,Poland,22/12/1995,Consumer Cyclicals,2009,IFRS,"32,735,248.88","13,407,788.03",6.92,"10,326,702.50","-955,327.18","-1,723,294.18","13,407,788.03",1.29,2.6%,-0.09251038073383058,0.31251530478169265,1,-0.01418870870150776,0.04793179521191605,2.3072728690891145e-08,-0.08288405670967186
PGMP.WA,2008,PMPG Polskie Media SA,CSP.MI,Poland,22/12/1995,Consumer Cyclicals,2008,IFRS,"20,791,624.45","14,516,041.88",6.52,"10,381,702.50","2,284,025.67","1,938,534.28","14,516,041.88",1.40,4.3%,0.2200049240478621,0.017096139950381867,0,0.029062737654935545,0.0022584068626660325,5.5663869043896823e-08,0.20330124743345104
PGMP.WA,2007,PMPG Polskie Media SA,CSP.MI,Poland,22/12/1995,Consumer Cyclicals,2007,IFRS,"9,535,279.81","3,480,940.79",7.57,"9,156,970.00","2,171,127.33","-327,250.61","3,480,940.79",0.38,-67.0%,0.23710106399824396,0.479736005469058,0,0.012278667218966545,0.024843915353136094,-1.1883106672574225e-07,-0.07682814573835176
PGMP.WA,2006,PMPG Polskie Media SA,CSP.MI,Poland,22/12/1995,Consumer Cyclicals,2006,IFRS,"4,259,514.62","1,113,485.93",19.31,"9,156,970.00","-2,221,800.88","-23,441.81","1,113,485.93",0.12,80.6%,-0.24263494147081402,0.2767251427055019,1,-0.02540680015401194,0.02897645473356041,1.1753895376084125e-07,-0.011480684815617322
PGMP.WA,2005,PMPG Polskie Media SA,CSP.MI,Poland,22/12/1995,Consumer Cyclicals,2005,IFRS,"2,041,847.71","734,337.92",9.55,"9,156,970.00","312,162.95","491,818.43","734,337.92",0.08,40.9%,0.034090201234687895,0.6501632260671188,0,0.004663502220887537,0.08894161779303952,-1.301393208306727e-06,1.6957313717373481
PGMP.WA,2004,PMPG Polskie Media SA,CSP.MI,Poland,22/12/1995,Consumer Cyclicals,2004,Polish,"290,033.22","-389,036.54",7.31,"651,970.00","-401,661.13","-141,196.01","-389,036.54",-0.60,197.3%,-0.616073024832431,0.1925836004724144,1,-0.3111479923396116,0.09726444468303758,-8.292774846110533e-08,-0.29826257772605497
PGMP.WA,2003,PMPG Polskie Media SA,CSP.MI,Poland,22/12/1995,Consumer Cyclicals,2003,Polish,"473,394.99","10,454.36",1.98,"130,394.00","-55,220.48","-705,803.51","10,454.36",0.08,89.7%,-0.4234894243600166,25.82064044357869,1,-0.41929645976239266,25.56499053819672,-2.3766637920749463e-06,-0.13821052563165584
PGMP.WA,2002,PMPG Polskie Media SA,CSP.MI,Poland,22/12/1995,Consumer Cyclicals,2002,Polish,"5,106,727.63","177,922.93",1.01,"130,394.00","-3,422,077.07","69,758.33","177,922.93",1.36,-84.3%,-26.244129867938707,23.240702639692014,1,-4.172357689656392,3.694865284529732,-2.579372291249844e-06,0.006317302114449462
PGMP.WA,2001,PMPG Polskie Media SA,CSP.MI,Poland,22/12/1995,Consumer Cyclicals,2001,Polish,"11,042,424.24","5,960,101.01",6.29,"130,394.00","-6,452,525.25","-213,636.36","5,960,101.01",45.71,-30.8%,-49.48483250763072,49.64274690553246,1,-5.6748661132604035,5.692975562561061,7.277161193628753e-09,-0.01113568904780072
PGMP.WA,2000,PMPG Polskie Media SA,CSP.MI,Poland,22/12/1995,Consumer Cyclicals,2000,Polish,"19,184,835.27","12,145,348.84",8.72,"130,394.00","20,591.09","521,075.58","12,145,348.84",93.15,20.0%,0.15791439790174394,40.00644105664371,0,0.021751294476824234,5.510529071163045,NA,0.02401269953917051
PGMP.WA,1999,PMPG Polskie Media SA,CSP.MI,Poland,22/12/1995,Consumer Cyclicals,1999,Polish,"21,700,000.00","12,253,026.63",7.26,"132,000.00","5,301,694.92","859,564.16","12,253,026.63",92.83,114.3%,40.16435545454545,NA,NA,NA,NA,NA,NA
NVT.WA,2022,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2022,IFRS,"42,660,879.50","33,639,291.83",21.11,"2,500,000.00","4,881,553.40","3,164,134.78","33,639,291.83",13.46,-43.7%,1.9526213600000002,2.9843995999999997,0,0.04821287308641976,0.07368887901234566,1.0471046957601186e-07,0.06507871643610115
NVT.WA,2021,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2021,IFRS,"48,620,116.58","31,223,117.95",40.50,"2,500,000.00","12,342,552.40","13,322,584.65","31,223,117.95",12.49,40.1%,4.93702096,0.5700868840000002,0,0.1412595410586552,0.01631149882689557,9.386812130428512e-08,0.2825619145574111
NVT.WA,2020,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2020,IFRS,"47,149,258.14","34,645,434.79",34.95,"2,500,000.00","10,917,335.19","14,884,762.95","34,645,434.79",13.86,255.4%,4.366934076,2.9701505279999996,0,0.4047204889712697,0.27526881631139943,3.368034092389158e-08,0.3199509564055367
NVT.WA,2019,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2019,IFRS,"46,522,014.24","33,865,014.50",10.79,"2,500,000.00","3,491,958.87","932,243.61","33,865,014.50",13.55,-17.2%,1.3967835480000002,0.2535902440000002,0,0.10605797630979501,0.019255143811693257,3.321210499255735e-08,0.022478989428159717
NVT.WA,2018,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2018,IFRS,"41,471,775.81","30,811,027.62",13.17,"2,500,000.00","2,857,983.26","2,513,303.21","30,811,027.62",12.32,2.1%,1.143193304,0.22679721600000002,0,0.08206699956927495,0.0162812071787509,5.302105440738306e-08,0.07301660165134366
NVT.WA,2017,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2017,IFRS,"34,420,983.08","30,036,772.10",13.93,"2,500,000.00","3,424,976.30","4,325,605.45","30,036,772.10",12.01,-26.0%,1.36999052,0.24722406400000008,0,0.08748343039591315,0.0157869772669221,6.804021381027854e-08,0.167408575870527
NVT.WA,2016,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2016,IFRS,"25,838,613.27","22,149,193.07",15.66,"2,500,000.00","4,043,036.46","4,517,632.99","22,149,193.07",8.86,27.3%,1.617214584,0.5319037480000002,0,0.122330906505295,0.04023477670196673,4.046712402700716e-08,0.19006798330725908
NVT.WA,2015,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2015,IFRS,"23,768,511.20","19,309,000.08",13.22,"2,500,000.00","2,713,277.09","4,472,255.50","19,309,000.08",7.72,19.2%,1.085310836,0.031867392000000105,0,0.07796773247126436,0.002289324137931042,3.459921070694048e-08,0.16675344242021825
NVT.WA,2014,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2014,IFRS,"26,819,569.27","23,290,373.64",13.92,"2,500,000.00","2,792,945.57","3,670,510.43","23,290,373.64",9.32,52.8%,1.117178228,0.22840687677067606,0,0.09877791582670203,0.02019512615125341,2.826621851257065e-08,0.11367636835972487
NVT.WA,2013,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2013,IFRS,"32,289,124.67","25,268,567.64",11.31,"2,458,465.00","2,185,013.26","2,751,326.26","25,268,567.64",10.11,65.9%,0.8887713512293239,0.09260821284826093,0,0.1212512075346963,0.012634135449967384,2.5656192493501085e-08,0.08750235834780792
NVT.WA,2012,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2012,IFRS,"31,442,881.22","25,202,282.16",7.33,"2,458,465.00","1,957,339.21","3,600,881.74","25,202,282.16",10.08,40.2%,0.796163138381063,0.17737655813688624,0,0.1468935679669858,0.0327263022392779,1.7448488426862745e-08,0.11603766943497384
NVT.WA,2011,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2011,IFRS,"31,032,006.74","22,917,817.38",5.42,"2,458,465.00","1,521,265.15","4,197,215.04","22,917,817.38",9.17,-14.7%,0.6187865802441768,0.09823601718958774,0,0.07620524387243557,0.01209803167359455,2.1936479342278645e-08,0.11835269281631039
NVT.WA,2010,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2010,IFRS,"35,463,620.98","26,987,478.85",8.12,"2,458,465.00","1,762,774.96","2,961,082.91","26,987,478.85",10.79,-6.3%,0.7170225974337645,0.12427576150158748,0,0.07391985540554274,0.01281193417542139,2.6304732164835414e-08,0.09059091626744675
NVT.WA,2009,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2009,IFRS,"32,686,311.52","23,875,838.93",9.70,"2,458,465.00","2,068,302.57","4,987,416.11","23,875,838.93",9.55,110.9%,0.841298358935352,9.60629353519149e-05,0,0.18131430149468794,2.070321882584373e-05,2.0609673546898544e-08,0.1559406880742728
NVT.WA,2008,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2008,IFRS,"31,982,776.09","21,890,239.78",4.64,"2,500,000.00","2,103,005.74","3,123,269.17","21,890,239.78",8.76,-54.6%,0.8412022960000001,0.3331731000000001,0,0.06789364778046812,0.02689048426150122,1.317301104672283e-08,0.07652090145126371
NVT.WA,2007,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2007,IFRS,"40,815,896.19","24,148,012.98",12.39,"2,500,000.00","1,270,072.99","2,551,500.41","24,148,012.98",9.66,-21.5%,0.508029196,0.14420467199999998,0,0.03816898542449286,0.01083431044327573,2.5739248280878074e-08,0.0661594714462982
NVT.WA,2006,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2006,IFRS,"38,565,912.85","19,869,001.65",13.31,"2,500,000.00","1,630,584.67","3,390,444.02","19,869,001.65",7.95,348.8%,0.6522338679999999,0.6333793709223758,0,0.24612598792452828,0.23901108336693427,6.219264915093718e-10,0.1337978364735858
NVT.WA,2005,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2005,IFRS,"25,340,051.15","11,394,410.03",2.65,"2,484,280.00","46,839.85","1,602,724.11","11,394,410.03",4.56,-28.6%,0.0188544970776241,0.31467128504033365,0,0.004713624269406025,0.07866782126008341,1.2133266340930386e-08,0.05286678178081569
NVT.WA,2004,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2004,IFRS,"30,316,279.07","12,277,408.64",4.00,"2,484,280.00","828,571.43","575,083.06","12,277,408.64",4.91,56.5%,0.33352578211795775,0.9135029304265219,0,0.16190571947473675,0.4434480244788941,-1.7701123814423245e-08,0.020920829240929494
NVT.WA,2003,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2003,Polish,"27,488,540.41","9,471,920.65",2.06,"2,484,280.00","-1,440,825.63","3,255,595.76","9,471,920.65",3.79,-8.9%,-0.5799771483085642,0.3947909963085642,1,-0.26243309878215576,0.1786384598681286,-5.533951839775491e-09,0.09936202453068337
NVT.WA,2002,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2002,Polish,"32,764,990.20","9,976,747.22",2.21,"2,500,000.00","-462,965.38","2,664,402.35","9,976,747.22",3.15,-48.2%,-0.185186152,0.3096122307878788,1,-0.04494809514563106,0.07514859970579582,5.069092367937866e-09,0.07962082546369148
NVT.WA,2001,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2001,Polish,"33,463,636.36","12,930,303.03",4.12,"3,300,000.00","410,606.06","887,373.74","12,930,303.03",3.37,-18.5%,0.12442607878787879,0.1616712109662771,0,0.025707867518156773,0.0334031427616275,1.2971586418114546e-08,0.03615142015855826
NVT.WA,2000,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,2000,Polish,"24,546,027.13","14,295,542.64",4.84,"3,883,965.00","1,111,191.86","3,473,594.96","14,295,542.64",3.68,217.5%,0.2860972897541559,0.2564229131827913,0,0.1882219011540499,0.1686992849886785,NA,0.15749200995187904
NVT.WA,1999,Novita SA,TITN.L,Poland,16/12/1994,Consumer Cyclicals,1999,Polish,"22,055,690.07","13,177,966.10",1.52,"3,883,965.00","115,254.24","2,147,215.50","13,177,966.10",3.39,106.6%,0.029674376571364573,NA,NA,NA,NA,NA,NA
MSZ.WA,2022,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2022,IFRS,"154,911,707.60","51,831,410.62",0.49,"74,565,269.00","7,303,483.72","15,285,208.45","51,831,410.62",0.70,10.0%,0.09794752728646362,0.049189981732648214,0,0.20405734851346588,0.10247912860968378,3.7993461905738267e-10,0.12473244432387834
MSZ.WA,2021,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2021,IFRS,"122,543,966.27","47,330,274.09",0.48,"74,565,269.00","3,635,619.50","4,902,393.65","47,330,274.09",0.63,46.2%,0.04875754555381541,0.012087692729975938,0,0.13543762653837615,0.033576924249933165,3.077368598679786e-10,0.0382010423766364
MSZ.WA,2020,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2020,IFRS,"128,331,410.48","46,412,760.59",0.36,"74,565,269.00","2,734,297.44","-190,496.63","46,412,760.59",0.62,60.6%,0.03666985282383947,0.0009871444304720423,0,0.16668114919927032,0.004487020138509283,3.5740815772335197e-10,-0.0015986656672240809
MSZ.WA,2019,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2019,IFRS,"119,159,767.99","43,525,177.96",0.22,"74,565,269.00","2,660,690.75","3,245,452.15","43,525,177.96",0.58,72.5%,0.03568270839336743,0.0040373239986567985,0,0.27448237225667255,0.03105633845120614,3.175460621996824e-10,0.03250737194955748
MSZ.WA,2018,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2018,IFRS,"99,837,420.11","41,727,678.69",0.13,"74,565,269.00","2,961,734.90","-6,258,790.81","41,727,678.69",0.56,-62.5%,0.03972003239202423,0.3572952662452005,0,0.10735143889736277,0.9656628817437852,-2.42130188123467e-09,-0.050036574900833686
MSZ.WA,2017,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2017,IFRS,"125,084,317.27","42,517,452.38",0.37,"74,565,269.00","-23,680,082.74","-6,705,737.02","42,517,452.38",0.57,-44.3%,-0.3175752338531763,0.23256524629449132,1,-0.5774095160966841,0.4228459023536206,-6.163632173723261e-10,-0.05112682580625162
MSZ.WA,2016,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2016,IFRS,"131,158,876.27","54,979,796.77",0.55,"74,565,269.00","-6,338,792.59","-5,354,453.08","54,979,796.77",0.74,-15.4%,-0.085009987558685,0.09149452837084246,1,-0.12144283936955,0.1307064691012035,4.07316382264229e-11,-0.038822355142443365
MSZ.WA,2015,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2015,IFRS,"137,921,902.48","64,655,264.70",0.70,"74,565,269.00","483,521.53","2,878,953.94","64,655,264.70",0.87,-37.2%,0.006484540812157468,0.06430431586051141,0,0.0051464609620297365,0.0510351713178662,4.0398497533473085e-10,0.01808370303333781
MSZ.WA,2014,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2014,IFRS,"159,201,571.42","73,982,533.49",1.26,"74,565,269.00","5,278,390.14","12,305,692.16","73,982,533.49",0.99,13.3%,0.07078885667266888,0.02388568709450488,0,0.05445296667128375,0.018373605457311443,2.8760102233542215e-10,0.07022736313883403
MSZ.WA,2013,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2013,IFRS,"175,226,458.89","81,457,228.12",1.30,"74,565,269.50","3,497,347.48","-9,510,610.08","81,457,228.12",1.09,71.9%,0.046903169578164,0.0781223375798244,0,0.0633826615921135,0.10557072645922216,-1.624782564732396e-10,-0.05831719277485642
MSZ.WA,2012,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2012,IFRS,"163,084,154.56","74,155,861.00",0.74,"74,565,269.00","-2,327,865.66","2,631,937.24","74,155,861.00",0.99,-10.9%,-0.0312191680016604,0.1944257113858196,1,-0.042188064867108646,0.26273744781867514,6.653358382196659e-10,0.013697756899845847
MSZ.WA,2011,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2011,IFRS,"192,143,666.97","70,216,576.06",0.74,"74,565,269.00","12,169,539.81","-29,596,790.60","70,216,576.06",0.94,-53.5%,0.1632065433841592,0.13110999057115086,0,0.08589818072850484,0.06900525819534256,1.472544190515682e-10,-0.1206557352061058
MSZ.WA,2010,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2010,IFRS,"245,299,492.39","76,319,458.54",1.90,"70,430,470.00","2,260,575.30","11,317,089.68","76,319,458.54",1.02,-29.3%,0.03209655281300834,0.1551223285618067,0,0.01158720318159146,0.05600084063603129,8.854056086013688e-10,0.05192119776512227
MSZ.WA,2009,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2009,IFRS,"217,966,652.68","84,094,658.84",2.77,"71,286,970.00","13,346,266.78","24,884,647.65","84,094,658.84",1.13,32.0%,0.18721888137481504,0.013438589590949346,0,0.09222604993833254,0.0066199948723888406,1.3485000991844496e-09,0.11768581478311718
MSZ.WA,2008,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2008,IFRS,"211,449,848.02","69,495,440.73",2.03,"74,553,969.00","14,959,810.87","-4,097,939.89","69,495,440.73",0.93,-62.5%,0.2006574709657644,0.09405003079044658,0,0.030681570484061834,0.014380738652973483,2.2302363867624467e-09,-0.027539828552208535
MSZ.WA,2007,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2007,IFRS,"148,800,486.62","74,476,074.61",6.54,"74,553,969.00","21,971,613.95","-1,980,535.28","74,476,074.61",1.10,94.6%,0.29470750175621097,0.07524067065663431,0,0.10413692641562225,0.02658680941930541,5.6385681138003535e-09,-0.014987951851923502
MSZ.WA,2006,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2006,IFRS,"132,141,822.95","41,126,585.77",2.83,"64,283,911.00","23,781,715.39","-5,837,355.21","41,126,585.77",0.64,197.9%,0.3699481724128453,0.8899891460413883,0,0.4352331440151121,1.0470460541663393,-6.400177167320605e-09,-0.08897009746354817
MSZ.WA,2005,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2005,IFRS,"65,610,304.77","-32,383,901.88",0.85,"11,344,614.00","-5,899,664.11","3,510,831.72","-32,383,901.88",-2.85,85.5%,-0.5200409736285431,0.6204888346135001,1,-1.0613081094460062,1.266303744109184,-1.755808937415595e-08,0.04320802812106657
MSZ.WA,2004,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2004,IFRS,"81,254,152.82","-27,485,714.29",0.49,"11,344,614.00","-12,938,870.43","4,026,578.07","-27,485,714.29",-2.42,36.1%,-1.1405298082420432,0.4917278789741104,1,-3.932861407731184,1.6956133757727947,-2.854693583515538e-09,0.061987873630456325
MSZ.WA,2003,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2003,Polish,"64,957,512.40","-23,770,540.14",0.29,"11,344,614.00","-7,360,407.45","-4,273,153.73","-23,770,540.14",-2.10,-50.4%,-0.6488019292679328,3.1993599535427117,1,-1.1186240159791945,5.51613785093571,-1.6218790104059285e-08,-0.018801646518176292
MSZ.WA,2002,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2002,Polish,"227,275,506.21","-17,007,184.85",0.58,"11,344,614.00","-43,655,911.17","-6,413,324.62","-17,007,184.85",-1.50,-81.6%,-3.8481618828106448,2.5491206628978293,1,-1.2700204233698498,0.8412939481510988,-1.0664226192675011e-08,-0.02703014297439162
MSZ.WA,2001,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2001,Polish,"237,265,656.57","35,886,868.69",3.03,"11,344,614.00","-14,737,121.21","39,413,383.84","35,886,868.69",3.16,-25.6%,-1.2990412199128152,1.4108058299735895,1,-0.3322356061158095,0.36081990536408937,1.1488657626788278e-09,0.32355650755769805
MSZ.WA,2000,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,2000,Polish,"121,812,984.50","53,001,211.24",3.91,"11,344,614.00","1,267,926.36","-8,818,798.45","53,001,211.24",4.67,-26.8%,0.11176461006077422,0.658496590515901,0,0.02054496508470114,0.1210471673742465,7.675545033607697e-09,-0.09065137525788215
MSZ.WA,1999,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,1999,Polish,"97,282,566.59","31,353,510.90",5.44,"7,437,809.00","5,729,055.69","87,651.33","31,353,510.90",4.22,-1.9%,0.7702612005766752,0.031429047183115344,0,0.11582875196641733,0.00472617250873915,NA,0.0008734332329954074
MSZ.WA,1998,Mostostal Zabrze SA,BMT.L,Poland,05/10/1994,Industrials,1998,Polish,"100,352,639.09","30,940,370.90",6.65,"7,437,809.00","5,495,292.44","5,599,144.08","30,940,370.90",4.16,-27.8%,0.7388321533935599,NA,NA,NA,NA,NA,NA
FTEP.WA,2021,Fabryki Mebli Forte SA,PBHP.AS,Poland,24/07/1996,Consumer Cyclicals,2021,IFRS,"356,558,104.92","196,506,263.18",11.02,"23,930,769.00","27,490,760.26","34,596,304.11","196,506,263.18",8.21,34.4%,1.1487620920163495,0.5932100815481527,0,0.14305879103565997,0.07387423182417842,1.3412989232364052e-09,0.08759983087225318
FTEP.WA,2020,Fabryki Mebli Forte SA,PBHP.AS,Poland,24/07/1996,Consumer Cyclicals,2020,IFRS,"394,935,740.92","212,939,550.86",8.03,"23,930,769.00","13,294,786.83","41,722,250.54","212,939,550.86",8.90,34.1%,0.5555520104681968,0.16742564478391808,0,0.0918267785897846,0.027673660294862495,8.800324066792742e-10,0.10073226029213539
FTEP.WA,2019,Fabryki Mebli Forte SA,PBHP.AS,Poland,24/07/1996,Consumer Cyclicals,2019,IFRS,"414,189,559.72","205,954,389.67",6.05,"23,930,769.00","9,288,162.40","48,302,399.16","205,954,389.67",8.61,-54.5%,0.3881263656842787,1.2412137921685673,0,0.02702829844598041,0.08643550084739327,3.798774384125468e-09,0.1095201984184079
FTEP.WA,2018,Fabryki Mebli Forte SA,PBHP.AS,Poland,24/07/1996,Consumer Cyclicals,2018,IFRS,"441,036,446.77","195,905,821.32",14.36,"23,930,769.00","38,991,362.94","16,542,503.41","195,905,821.32",8.19,-34.0%,1.6293401578528461,0.7008956185235834,0,0.08967199547896786,0.038574332334814714,3.2746100801386082e-09,0.0385685198393617
FTEP.WA,2017,Fabryki Mebli Forte SA,PBHP.AS,Poland,24/07/1996,Consumer Cyclicals,2017,IFRS,"428,912,062.97","184,898,733.09",18.17,"23,930,769.00","22,218,391.80","18,587,147.00","184,898,733.09",7.73,44.5%,0.9284445393292627,0.11765816630534365,0,0.06767088479076258,0.008575668098057116,5.558576210631426e-09,0.06555659099593535
FTEP.WA,2016,Fabryki Mebli Forte SA,PBHP.AS,Poland,24/07/1996,Consumer Cyclicals,2016,IFRS,"283,528,272.56","129,923,251.64",13.72,"23,901,084.00","25,002,988.64","44,950,866.71","129,923,251.64",5.44,7.3%,1.0461027056346064,0.1459855113684383,0,0.0715039443359266,0.009978503852934948,4.986136014880649e-09,0.23885113478403028
FTEP.WA,2015,Fabryki Mebli Forte SA,PBHP.AS,Poland,24/07/1996,Consumer Cyclicals,2015,IFRS,"188,196,161.39","121,019,549.87",14.63,"23,901,084.00","21,513,776.67","19,719,114.01","121,019,549.87",5.09,38.0%,0.9001171942661681,0.005644306207669425,0,0.07026675989587573,0.0004406171902942564,4.862054216788444e-09,0.10923264789642972
FTEP.WA,2014,Fabryki Mebli Forte SA,PBHP.AS,Poland,24/07/1996,Consumer Cyclicals,2014,IFRS,"180,523,995.25","118,023,288.68",12.81,"23,751,084.00","21,244,700.70","9,358,713.47","118,023,288.68",4.97,210.6%,0.8944728880584987,0.08680348357994938,0,0.2134780162430784,0.020716821856789826,5.1463739452895285e-09,0.05087082336200719
FTEP.WA,2013,Fabryki Mebli Forte SA,PBHP.AS,Poland,24/07/1996,Consumer Cyclicals,2013,IFRS,"183,970,159.15","126,291,777.19",4.19,"23,751,084.00","19,183,023.87","26,191,313.00","126,291,777.19",5.32,44.4%,0.8076694044785493,0.3371596500606036,0,0.29263384220237293,0.12215929350021872,3.416033668921294e-09,0.16688794953567265
FTEP.WA,2012,Fabryki Mebli Forte SA,PBHP.AS,Poland,24/07/1996,Consumer Cyclicals,2012,IFRS,"156,939,509.85","111,914,548.76",2.76,"23,751,084.00","11,175,116.70","22,745,072.61","111,914,548.76",4.71,-17.5%,0.4705097544179457,0.0003094679804929723,0,0.11310330635046771,7.43913414646568e-05,2.9728820862136566e-09,0.1651356493850748
FTEP.WA,2011,Fabryki Mebli Forte SA,PBHP.AS,Poland,24/07/1996,Consumer Cyclicals,2011,IFRS,"137,735,689.99","90,456,408.62",4.16,"23,751,084.00","11,167,766.50","4,021,919.24","90,456,408.62",3.81,-0.8%,0.4702002864374527,0.05555005194710266,0,0.10199572373914374,0.012049902808482138,2.671529863815156e-09,0.025428933170980866
FTEP.WA,2010,Fabryki Mebli Forte SA,PBHP.AS,Poland,24/07/1996,Consumer Cyclicals,2010,IFRS,"158,163,113.37","103,136,717.43",4.61,"23,751,084.00","9,848,392.55","3,245,008.46","103,136,717.43",4.34,171.5%,0.41465023449035004,0.2059796277087816,0,0.24978929788575305,0.12408411307757927,4.1216268234650475e-09,0.020907107456186864
FTEP.WA,2009,Fabryki Mebli Forte SA,PBHP.AS,Poland,24/07/1996,Consumer Cyclicals,2009,IFRS,"155,210,780.20","108,409,885.35",1.66,"23,751,084.00","14,740,631.99","21,413,940.16","108,409,885.35",4.56,-26.7%,0.6206298621991316,0.5578090035806366,0,0.22650724897778524,0.20357992831410093,3.5633898882055406e-10,0.14221080153441398
FTEP.WA,2008,Fabryki Mebli Forte SA,PBHP.AS,Poland,24/07/1996,Consumer Cyclicals,2008,IFRS,"150,578,858.49","86,871,664.98",2.74,"23,751,084.00","1,492,063.49","8,527,862.21","86,871,664.98",3.66,-40.8%,0.06282085861849505,0.03728128703515175,0,0.015784135331280164,0.009367157546520542,6.758894563197762e-10,0.048372624372532244
FTEP.WA,2007,Fabryki Mebli Forte SA,PBHP.AS,Poland,24/07/1996,Consumer Cyclicals,2007,IFRS,"176,295,214.92","101,942,011.35",3.98,"23,751,084.00","2,377,534.47","-626,520.68","101,942,011.35",4.29,-15.0%,0.1001021456536468,0.08325813887063005,0,0.02355344603615219,0.01959015032250119,1.3753292790667047e-09,-0.0042302661847375645
